,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
38,C Zavoiu (ROM),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
39,Zawar Farid (UAE),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
40,Zeeshan Abbas (BAH),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
41,Zubaidi Zulkifle (MAL),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
42,Zulfiqar Babar (PAK),2013-2014,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
43,Zulqarnain Haider (PAK),2007-2010,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,
44,Zulqarnain Haider (ESP),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
45,Aamer Ikram (PORT),2019-2019,4,4,0,0,0,0,0,0,0.0,
46,Aamer Yamin (PAK),2015-2018,2,2,0,0,0,0,0,0,0.0,
47,Aaron Jones (USA),2019-2019,8,8,0,0,0,0,0,0,0.0,
48,Z Abbasi (Botsw),2019-2019,1,1,0,0,0,0,0,0,0.0,
49,Abbas Saad (Saudi),2019-2019,2,2,0,0,0,0,0,0,0.0,
0,YA Abdulla (SA),2009-2009,2,2,0,0,0,0,0,0,0.0,
1,Abdullah Mahmood (DEN),2019-2019,1,1,0,0,0,0,0,0,0.0,
2,Abdullah Sheikh (NOR),2019-2019,2,2,0,0,0,0,0,0,0.0,
3,Abdul Rashid (Belg),2019-2019,1,1,0,0,0,0,0,0,0.0,
4,Abdur Rauf (PAK),2008-2008,1,1,0,0,0,0,0,0,0.0,
5,M Aboagye (Ghana),2019-2019,3,3,0,0,0,0,0,0,0.0,
6,RA Abolarin (NGA),2019-2019,1,1,0,0,0,0,0,0,0.0,
7,Abul Hasan (BDESH),2012-2018,5,5,0,0,0,0,0,0,0.0,
8,AG Achar (SGP),2019-2019,3,3,0,0,0,0,0,0,0.0,
9,F Achelam (UGA),2019-2019,1,1,0,0,0,0,0,0,0.0,
10,Adil Hanif (BAH),2019-2019,4,4,0,0,0,0,0,0,0.0,
11,Adnan Mufti (UAE),2017-2017,1,1,0,0,0,0,0,0,0.0,
12,N Advani (GIBR),2019-2019,1,1,0,0,0,0,0,0,0.0,
13,Aftab Ahmed (2) (DEN),2019-2019,1,1,0,0,0,0,0,0,0.0,
14,AB Agarkar (INDIA),2006-2007,4,3,0,0,0,0,0,0,0.0,
15,A Ahmadhel (),2019-2019,3,3,0,0,0,0,0,0,0.0,
16,RI Ahmed (NL),2015-2015,2,2,0,0,0,0,0,0,0.0,
17,Ahmed Wardak (GER),2019-2019,9,9,0,0,0,0,0,0,0.0,
18,Ahsan Abbasi (HKG),2019-2019,6,6,0,0,0,0,0,0,0.0,
19,Ainool Hafizs (MAL),2019-2019,3,3,0,0,0,0,0,0,0.0,
20,Aizaz Cheema (PAK),2011-2012,5,5,0,0,0,0,0,0,0.0,
21,D Ajekun (NGA),2019-2019,6,6,0,0,0,0,0,0,0.0,
22,C Akyuz (TKY),2019-2019,2,2,0,0,0,0,0,0,0.0,
23,Ali Ivan (Mald),2019-2019,1,1,0,0,0,0,0,0,0.0,
24,Ali Naqi (PORT),2019-2019,4,4,0,0,0,0,0,0,0.0,
25,J Allen (),2019-2019,2,2,0,0,0,0,0,0,0.0,
26,HS Alta (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
27,Ameel Mauroof (Mald),2019-2019,10,10,0,0,0,0,0,0,0.0,
28,Ameer Saiyed (Botsw),2019-2019,4,4,0,0,0,0,0,0,0.0,
29,Aminul Islam (BDESH),2019-2019,4,4,0,0,0,0,0,0,0.0,
30,Amir Hayat (UAE),2018-2019,4,4,0,0,0,0,0,0,0.0,
31,Amir Hamza (AFG),2013-2017,31,31,0,0,0,0,0,0,0.0,
32,Ammad Uddin (BAH),2019-2019,4,4,0,0,0,0,0,0,0.0,
33,Anas Khan (HKG),2014-2014,1,1,0,0,0,0,0,0,0.0,
34,J Anderson (IRE),2015-2015,4,2,0,0,0,0,0,0,0.0,
35,DK Anefie (Ghana),2019-2019,4,4,0,0,0,0,0,0,0.0,
36,A Anemogiannis (),2019-2019,1,1,0,0,0,0,0,0,0.0,
37,B Angeltti (Arg),2019-2019,3,3,0,0,0,0,0,0,0.0,
38,DNA Ankrah (Ghana),2019-2019,4,4,0,0,0,0,0,0,0.0,
39,M Ansari (OMAN),2015-2016,11,10,0,0,0,0,0,0,0.0,
40,Ansar Iqbal (NOR),2019-2019,4,4,0,0,0,0,0,0,0.0,
41,MA Aponso (SL),2018-2018,3,3,0,0,0,0,0,0,0.0,
42,Apon Mustafizur (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
43,S Appu (MALTA),2019-2019,4,4,0,0,0,0,0,0,0.0,
44,S Aravind (INDIA),2015-2015,1,1,0,0,0,0,0,0,0.0,
45,JC Archer (ENG),2019-2019,1,1,0,0,0,0,0,0,0.0,
46,Z Arinaitwe (UGA),2019-2019,3,3,0,0,0,0,0,0,0.0,
47,RP Arnold (SL),2006-2006,1,1,0,0,0,0,0,0,0.0,
48,B Arora (MALTA),2019-2019,4,4,0,0,0,0,0,0,0.0,
49,Arsalan Arif (Aut),2019-2019,2,2,0,0,0,0,0,0,0.0,
0,Arsalan Qadir (CAN),2010-2010,1,1,0,0,0,0,0,0,0.0,
1,Arshad Hayat (CZK-R),2019-2019,6,6,0,0,0,0,0,0,0.0,
2,Arslan Ahmed (PORT),2019-2019,3,3,0,0,0,0,0,0,0.0,
3,Arslan Ahmed (),2019-2019,3,3,0,0,0,0,0,0,0.0,
4,Asad Ali (PAK),2013-2013,2,2,0,0,0,0,0,0,0.0,
5,A Aspiotis (),2019-2019,3,3,0,0,0,0,0,0,0.0,
6,MS Atapattu (SL),2006-2006,2,2,0,0,0,0,0,0,0.0,
7,S Ateak (Ghana),2019-2019,3,3,0,0,0,0,0,0,0.0,
8,Atif Ali Khan (UAE),2016-2016,1,1,0,0,0,0,0,0,0.0,
9,Atif Mehmood (ESP),2019-2019,9,9,0,0,0,0,0,0,0.0,
10,R Avery (),2019-2019,4,4,0,0,0,0,0,0,0.0,
11,Awais Zia (PAK),2012-2014,5,5,0,0,0,0,0,0,0.0,
12,P Awana (INDIA),2012-2012,2,2,0,0,0,0,0,0,0.0,
13,Aziz Mohammad (Belg),2019-2019,3,3,0,0,0,0,0,0,0.0,
14,Azyan Farhath (Mald),2019-2019,2,2,0,0,0,0,0,0,0.0,
15,S Badrinath (INDIA),2011-2011,1,1,0,0,0,0,0,0,0.0,
16,LS Baker (WI),2008-2009,3,3,0,0,0,0,0,0,0.0,
17,R Bakum (Ghana),2019-2019,4,4,0,0,0,0,0,0,0.0,
18,L Balaji (INDIA),2012-2012,5,5,0,0,0,0,0,0,0.0,
19,KMC Bandara (SL),2016-2016,1,1,0,0,0,0,0,0,0.0,
20,HH Banner (Blz),2019-2019,3,3,0,0,0,0,0,0,0.0,
21,TC Barker (LUX),2019-2019,4,4,0,0,0,0,0,0,0.0,
22,MC Bascombe (WI),2011-2011,1,1,0,0,0,0,0,0,0.0,
23,Bashir Shah (DEN),2019-2019,4,4,0,0,0,0,0,0,0.0,
24,TC Bastiampillai (CAN),2010-2010,2,2,0,0,0,0,0,0,0.0,
25,MD Bates (NZ),2012-2012,3,3,0,0,0,0,0,0,0.0,
26,GJ Batty (ENG),2009-2009,1,1,0,0,0,0,0,0,0.0,
27,D Bau (PNG),2017-2017,1,1,0,0,0,0,0,0,0.0,
28,CS Baugh (WI),2008-2012,3,3,0,0,0,0,0,0,0.0,
29,DE Bernard (WI),2009-2009,1,1,0,0,0,0,0,0,0.0,
30,TL Best (WI),2013-2014,6,6,0,0,0,0,0,0,0.0,
31,P Bharat Patel (PNM),2019-2019,2,2,0,0,0,0,0,0,0.0,
32,S Bhari (NEPAL),2019-2019,6,6,0,0,0,0,0,0,0.0,
33,P Bhart (NOR),2019-2019,5,5,0,0,0,0,0,0,0.0,
34,A Bhattarai (NEPAL),2014-2014,1,1,0,0,0,0,0,0,0.0,
35,U Bhatti (CAN),2008-2010,7,7,0,0,0,0,0,0,0.0,
36,Bilal Ahmed (Serb),2019-2019,1,1,0,0,0,0,0,0,0.0,
37,IS Billcliff (CAN),2010-2010,2,2,0,0,0,0,0,0,0.0,
38,STR Binny (INDIA),2015-2016,3,3,0,0,0,0,0,0,0.0,
39,K Birkenstock (NAM),2019-2019,4,4,0,0,0,0,0,0,0.0,
40,KK Bishnoi (),2019-2019,3,3,0,0,0,0,0,0,0.0,
41,CC Blake (VAN),2019-2019,3,3,0,0,0,0,0,0,0.0,
42,AM Blignaut (ZIM),2010-2010,1,1,0,0,0,0,0,0,0.0,
43,GH Bodi (SA),2007-2007,1,1,0,0,0,0,0,0,0.0,
44,N Boje (SA),2005-2005,1,1,0,0,0,0,0,0,0.0,
45,NE Bonner (WI),2011-2012,2,2,0,0,0,0,0,0,0.0,
46,CJ Boyce (AUS),2014-2016,7,7,0,0,0,0,0,0,0.0,
47,TS Braat (NL),2019-2019,3,3,0,0,0,0,0,0,0.0,
48,DL Brangman (BMUDA),2019-2019,5,5,0,0,0,0,0,0,0.0,
49,DR Brown (SCOT),2007-2007,2,1,0,0,0,0,0,0,0.0,
0,P Buccimazza (PORT),2019-2019,4,4,0,0,0,0,0,0,0.0,
1,NB Budayair (NEPAL),2014-2014,4,4,0,0,0,0,0,0,0.0,
2,A Bulow (DEN),2019-2019,2,1,0,0,0,0,0,0,0.0,
3,CG Burnett (SCOT),2013-2013,1,1,0,0,0,0,0,0,0.0,
4,S Byrne (MALTA),2019-2019,2,2,0,0,0,0,0,0,0.0,
5,G Caisley (),2019-2019,4,4,0,0,0,0,0,0,0.0,
6,HL Carlyon (JER),2019-2019,9,9,0,0,0,0,0,0,0.0,
7,A Carthew (Chile),2019-2019,4,4,0,0,0,0,0,0,0.0,
8,T Caruana (GIBR),2019-2019,2,2,0,0,0,0,0,0,0.0,
9,D Cato (Caym),2019-2019,3,3,0,0,0,0,0,0,0.0,
10,JJ Celestine (BMUDA),2008-2008,3,3,0,0,0,0,0,0,0.0,
11,DL Chahar (INDIA),2018-2019,10,10,0,0,0,0,0,0,0.0,
12,RD Chahar (INDIA),2019-2019,1,1,0,0,0,0,0,0,0.0,
13,Charanjeet Singh (ITA),2019-2019,3,2,0,0,0,0,0,0,0.0,
14,G Chaturvedi (MALTA),2019-2019,2,2,0,0,0,0,0,0,0.0,
15,M Chauhan (Fin),2019-2019,2,2,0,0,0,0,0,0,0.0,
16,VB Chikkannaiah (GER),2019-2019,7,7,0,0,0,0,0,0,0.0,
17,Chirag Suri (UAE),2018-2019,7,7,0,0,0,0,0,0,0.0,
18,S Chophel (BHU),2019-2019,1,1,0,0,0,0,0,0,0.0,
19,DO Christian (WI),2011-2011,2,2,0,0,0,0,0,0,0.0,
20,I Civric (Serb),2019-2019,1,1,0,0,0,0,0,0,0.0,
21,GL Cloete (SA),2018-2019,2,2,0,0,0,0,0,0,0.0,
22,FRJ Coleman (SCOT),2013-2013,1,1,0,0,0,0,0,0,0.0,
23,NG Collins (Fin),2019-2019,5,5,0,0,0,0,0,0,0.0,
24,MNR Cooray (Mald),2019-2019,4,4,0,0,0,0,0,0,0.0,
25,M Cope (LUX),2019-2019,2,2,0,0,0,0,0,0,0.0,
26,SJ Cotter (Samoa),2019-2019,4,4,0,0,0,0,0,0,0.0,
27,MS Crane (ENG),2017-2017,2,2,0,0,0,0,0,0,0.0,
28,SM Curran (ENG),2019-2019,5,5,0,0,0,0,0,0,0.0,
29,D Daesrath (CAN),2013-2013,1,1,0,0,0,0,0,0,0.0,
30,H Dajc (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
31,S Dalton (CZK-R),2019-2019,3,3,0,0,0,0,0,0,0.0,
32,I Danladi (NGA),2019-2019,3,3,0,0,0,0,0,0,0.0,
33,H Davids (SA),2012-2013,9,9,0,0,0,0,0,0,0.0,
34,S Davizi (CZK-R),2019-2019,2,2,0,0,0,0,0,0,0.0,
35,Dawlat Ahmadzai (AFG),2010-2010,2,2,0,0,0,0,0,0,0.0,
36,DC Delany (IRE),2019-2019,8,8,0,0,0,0,0,0,0.0,
37,D de la Puente (Peru),2019-2019,2,2,0,0,0,0,0,0,0.0,
38,PA Desai (CAN),2012-2012,1,1,0,0,0,0,0,0,0.0,
39,ST de Silva (SL),2017-2017,3,3,0,0,0,0,0,0,0.0,
40,BJ Diamanti (NZ),2009-2009,1,1,0,0,0,0,0,0,0.0,
41,V Dikov (),2019-2019,3,3,0,0,0,0,0,0,0.0,
42,LHD Dilhara (SL),2008-2008,2,2,0,0,0,0,0,0,0.0,
43,SDJJ Dima (Moz),2019-2019,4,3,0,0,0,0,0,0,0.0,
44,N Dipakkumar Patel (PNM),2019-2019,3,3,0,0,0,0,0,0,0.0,
45,HH Dippenaar (SA),2006-2006,1,1,0,0,0,0,0,0,0.0,
46,M Dixit (LUX),2019-2019,3,3,0,0,0,0,0,0,0.0,
47,A Djorovic (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
48,XJ Doherty (AUS),2012-2013,11,11,0,0,0,0,0,0,0.0,
49,JN Dorji (BHU),2019-2019,1,1,0,0,0,0,0,0,0.0,
0,K Dorji (BHU),2019-2019,2,2,0,0,0,0,0,0,0.0,
1,RM Dorji (BHU),2019-2019,1,1,0,0,0,0,0,0,0.0,
2,U Dorji (BHU),2019-2019,2,2,0,0,0,0,0,0,0.0,
3,TM Dowlin (WI),2009-2010,2,2,0,0,0,0,0,0,0.0,
4,R Dravid (INDIA),2011-2011,1,1,0,0,0,0,0,0,0.0,
5,BM Duckett (ENG),2019-2019,1,1,0,0,0,0,0,0,0.0,
6,B Dugic (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
7,J Dunn (VAN),2019-2019,4,4,0,0,0,0,0,0,0.0,
8,PS Eaglestone (IRE),2010-2010,1,1,0,0,0,0,0,0,0.0,
9,KR Ebanks (Caym),2019-2019,5,5,0,0,0,0,0,0,0.0,
10,Ehsan Nawaz (HKG),2014-2017,5,5,0,0,0,0,0,0,0.0,
11,AM Ellis (NZ),2012-2013,5,5,0,0,0,0,0,0,0.0,
12,C Emmott (Chile),2019-2019,2,2,0,0,0,0,0,0,0.0,
13,RR Emrit (WI),2018-2018,4,4,0,0,0,0,0,0,0.0,
14,Faizan Asif (UAE),2014-2015,6,6,0,0,0,0,0,0,0.0,
15,Fakhrul Mohon (PORT),2019-2019,4,4,0,0,0,0,0,0,0.0,
16,Fawad Ahmed (AUS),2013-2013,2,2,0,0,0,0,0,0,0.0,
17,Fazal Niazai (AFG),2019-2019,1,1,0,0,0,0,0,0,0.0,
18,H Fennell (Arg),2019-2019,5,5,0,0,0,0,0,0,0.0,
19,B Fernando (SL),2015-2015,2,2,0,0,0,0,0,0,0.0,
20,BOP Fernando (SL),2019-2019,3,3,0,0,0,0,0,0,0.0,
21,MVT Fernando (SL),2017-2017,1,1,0,0,0,0,0,0,0.0,
22,Fiaz Ahmad (KUW),2019-2019,3,3,0,0,0,0,0,0,0.0,
23,Fida Hussain (ITA),2019-2019,2,2,0,0,0,0,0,0,0.0,
24,R Flannigan (SCOT),2012-2012,4,4,0,0,0,0,0,0,0.0,
25,P Florin (ROM),2019-2019,4,4,0,0,0,0,0,0,0.0,
26,KK Flowers (Blz),2019-2019,3,3,0,0,0,0,0,0,0.0,
27,C Floyd (NL),2019-2019,2,2,0,0,0,0,0,0,0.0,
28,BC Fortuin (SA),2019-2019,2,2,0,0,0,0,0,0,0.0,
29,AR Gandhi (KENYA),2019-2019,3,3,0,0,0,0,0,0,0.0,
30,D Ganga (WI),2006-2006,1,1,0,0,0,0,0,0,0.0,
31,MD Garratt (GIBR),2019-2019,4,4,0,0,0,0,0,0,0.0,
32,Garret Banner (Blz),2019-2019,1,1,0,0,0,0,0,0,0.0,
33,SP Gauchan (NEPAL),2014-2015,9,9,0,0,0,0,0,0,0.0,
34,A Gavde (Caym),2019-2019,1,1,0,0,0,0,0,0,0.0,
35,R Gaznavi (SGP),2019-2019,2,2,0,0,0,0,0,0,0.0,
36,B Geeves (AUS),2009-2009,1,1,0,0,0,0,0,0,0.0,
37,L Gharasim (ROM),2019-2019,2,2,0,0,0,0,0,0,0.0,
38,JN Gillespie (AUS),2005-2005,1,1,0,0,0,0,0,0,0.0,
39,O Goker (TKY),2019-2019,1,1,0,0,0,0,0,0,0.0,
40,GF Gomes (Moz),2019-2019,7,6,0,0,0,0,0,0,0.0,
41,M Goonetilleke (MALTA),2019-2019,1,1,0,0,0,0,0,0,0.0,
42,D Gough (ENG),2005-2006,2,2,0,0,0,0,0,0,0.0,
43,S Goustis (),2019-2019,3,3,0,0,0,0,0,0,0.0,
44,L Gregory (ENG),2019-2019,5,5,0,0,0,0,0,0,0.0,
45,R Gunasekera (CAN),2012-2013,8,8,0,0,0,0,0,0,0.0,
46,HF Gurney (ENG),2014-2014,2,2,0,0,0,0,0,0,0.0,
47,AJ Hall (SA),2006-2006,2,2,0,0,0,0,0,0,0.0,
48,PSP Handscomb (AUS),2019-2019,2,2,0,0,0,0,0,0,0.0,
49,Hardev Singh (Chile),2019-2019,3,3,0,0,0,0,0,0,0.0,
0,Haroon Arshad (HKG),2019-2019,10,10,0,0,0,0,0,0,0.0,
1,Haroon Mughal (MALTA),2019-2019,4,4,0,0,0,0,0,0,0.0,
2,LHB Harrington-Myers (Caym),2019-2019,4,4,0,0,0,0,0,0,0.0,
3,RJ Harris (AUS),2010-2010,3,3,0,0,0,0,0,0,0.0,
4,SM Harwood (AUS),2007-2009,3,3,0,0,0,0,0,0,0.0,
5,Hasheem Shahzad (MALTA),2019-2019,2,2,0,0,0,0,0,0,0.0,
6,Hashmatullah Shahidi (AFG),2013-2013,1,1,0,0,0,0,0,0,0.0,
7,Hassan Rasheed (Mald),2019-2019,8,8,0,0,0,0,0,0,0.0,
8,RJ Hatchman (GIBR),2019-2019,1,1,0,0,0,0,0,0,0.0,
9,Hayatullah Niazi (NOR),2019-2019,4,4,0,0,0,0,0,0,0.0,
10,H Helva (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
11,DL Hemp (BMUDA),2008-2008,2,2,0,0,0,0,0,0,0.0,
12,T Henderson (SA),2006-2006,1,1,0,0,0,0,0,0,0.0,
13,PD Hennessy (ESP),2019-2019,8,8,0,0,0,0,0,0,0.0,
14,HMRKB Herath (SL),2011-2016,17,17,0,0,0,0,0,0,0.0,
15,BW Hilfenhaus (AUS),2007-2012,7,7,0,0,0,0,0,0,0.0,
16,J Hill (PHI),2019-2019,4,4,0,0,0,0,0,0,0.0,
17,H Hiri (PNG),2016-2019,5,5,0,0,0,0,0,0,0.0,
18,J Hirschi (MALTA),2019-2019,4,4,0,0,0,0,0,0,0.0,
19,PA Hitchcock (NZ),2008-2008,1,1,0,0,0,0,0,0,0.0,
20,KC Hodsoll (BMUDA),2008-2008,1,1,0,0,0,0,0,0,0.0,
21,S Hongsi (THAI),2019-2019,3,3,0,0,0,0,0,0,0.0,
22,PJ Hughes (AUS),2014-2014,1,1,0,0,0,0,0,0,0.0,
23,EH Hutchinson (USA),2019-2019,2,2,0,0,0,0,0,0,0.0,
24,Ibrahim Khan (Saudi),2019-2019,1,1,0,0,0,0,0,0,0.0,
25,Iftikhar Anjum (PAK),2007-2009,2,2,0,0,0,0,0,0,0.0,
26,Ijaz Hussain (ROM),2019-2019,3,3,0,0,0,0,0,0,0.0,
27,Imam-ul-Haq (PAK),2019-2019,2,2,0,0,0,0,0,0,0.0,
28,Imran Ali Butt (BAH),2019-2019,4,4,0,0,0,0,0,0,0.0,
29,Imran Bulbulia (PNM),2019-2019,3,3,0,0,0,0,0,0,0.0,
30,Imran Khan (PORT),2019-2019,4,4,0,0,0,0,0,0,0.0,
31,RK Inampud (Mex),2019-2019,3,3,0,0,0,0,0,0,0.0,
32,Inzamam-ul-Haq (PAK),2006-2006,1,1,0,0,0,0,0,0,0.0,
33,AJ Ireland (ZIM),2006-2006,1,1,0,0,0,0,0,0,0.0,
34,Irfan Bhima (MWI),2019-2019,4,4,0,0,0,0,0,0,0.0,
35,Irfan Mir (Chile),2019-2019,4,4,0,0,0,0,0,0,0.0,
36,E Isaneez (UGA),2019-2019,3,3,0,0,0,0,0,0,0.0,
37,B Ivanov (),2019-2019,3,3,0,0,0,0,0,0,0.0,
38,D Jakiel (ZIM),2019-2019,2,2,0,0,0,0,0,0,0.0,
39,NA Janes (THAI),2019-2019,2,2,0,0,0,0,0,0,0.0,
40,T Jamtsho (BHU),2019-2019,2,2,0,0,0,0,0,0,0.0,
41,Javed Ahmadi (AFG),2012-2017,3,3,0,0,0,0,0,0,0.0,
42,Javed Maroofkhail (NOR),2019-2019,2,2,0,0,0,0,0,0,0.0,
43,CU Jayasinghe (SL),2009-2010,5,5,0,0,0,0,0,0,0.0,
44,P Jayeshbhai Patel (PNM),2019-2019,2,2,0,0,0,0,0,0,0.0,
45,Jay Odedra (OMAN),2019-2019,3,3,0,0,0,0,0,0,0.0,
46,JS Jesani (KENYA),2007-2007,1,1,0,0,0,0,0,0,0.0,
47,HJ Jordaan (THAI),2019-2019,4,4,0,0,0,0,0,0,0.0,
48,GJ Joseph (Blz),2019-2019,1,1,0,0,0,0,0,0,0.0,
49,K Joshi (Aut),2019-2019,4,4,0,0,0,0,0,0,0.0,
0,Jubair Hossain (BDESH),2015-2015,1,1,0,0,0,0,0,0,0.0,
1,Junaid Khan (PAK),2011-2014,9,9,0,0,0,0,0,0,0.0,
2,S Jyoti (CAN),2008-2008,2,2,0,0,0,0,0,0,0.0,
3,Kaleemullah (OMAN),2017-2019,6,6,0,0,0,0,0,0,0.0,
4,G Kaltongga (VAN),2019-2019,3,3,0,0,0,0,0,0,0.0,
5,S Randiv (SL),2010-2011,7,7,0,0,0,0,0,0,0.0,
6,TP Kamungozi (ZIM),2014-2014,1,1,0,0,0,0,0,0,0.0,
7,S Kansoy (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
8,A Karn (NEPAL),2015-2015,2,2,0,0,0,0,0,0,0.0,
9,M Kartik (INDIA),2007-2007,1,1,0,0,0,0,0,0,0.0,
10,E Katchay (CAN),2008-2008,4,4,0,0,0,0,0,0,0.0,
11,S Kaul (INDIA),2018-2019,3,3,0,0,0,0,0,0,0.0,
12,HB Kayondo (UGA),2019-2019,3,3,0,0,0,0,0,0,0.0,
13,D Kegasitswe (Botsw),2019-2019,4,4,0,0,0,0,0,0,0.0,
14,SKW Kelly (BMUDA),2008-2008,3,3,0,0,0,0,0,0,0.0,
15,P Kerai (KENYA),2019-2019,6,6,0,0,0,0,0,0,0.0,
16,A Khan (ENG),2009-2009,1,1,0,0,0,0,0,0,0.0,
17,B Khumalo (Botsw),2019-2019,3,3,0,0,0,0,0,0,0.0,
18,Khurram Manzoor (PAK),2016-2016,3,3,0,0,0,0,0,0,0.0,
19,Khushdil Shah (PAK),2019-2019,1,1,0,0,0,0,0,0,0.0,
20,JH Kiani (PHI),2019-2019,4,4,0,0,0,0,0,0,0.0,
21,GE Kidd (IRE),2010-2010,1,1,0,0,0,0,0,0,0.0,
22,VJ Kingma (NL),2016-2019,4,4,0,0,0,0,0,0,0.0,
23,RJ Kirtley (ENG),2007-2007,1,1,0,0,0,0,0,0,0.0,
24,S Kizilkaya (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
25,MF Koc (TKY),2019-2019,2,2,0,0,0,0,0,0,0.0,
26,AC Kose (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
27,A Krishna (SGP),2019-2019,4,4,0,0,0,0,0,0,0.0,
28,GJP Kruger (SA),2006-2006,1,1,0,0,0,0,0,0,0.0,
29,DS Kulkarni (INDIA),2016-2016,2,2,0,0,0,0,0,0,0.0,
30,CBRLS Kumara (SL),2019-2019,3,3,0,0,0,0,0,0,0.0,
31,Kushal Malla (NEPAL),2019-2019,3,3,0,0,0,0,0,0,0.0,
32,GA Lamb (ZIM),2010-2010,5,5,0,0,0,0,0,0,0.0,
33,T Langa (VAN),2019-2019,1,1,0,0,0,0,0,0,0.0,
34,E Leie (SA),2015-2015,2,2,0,0,0,0,0,0,0.0,
35,RDM Leverock (BMUDA),2008-2008,2,2,0,0,0,0,0,0,0.0,
36,I Lisboa (Chile),2019-2019,1,1,0,0,0,0,0,0,0.0,
37,LS Livingstone (ENG),2017-2017,2,2,0,0,0,0,0,0,0.0,
38,CA Liyanage (Mald),2019-2019,2,2,0,0,0,0,0,0,0.0,
39,K Loday (BHU),2019-2019,1,1,0,0,0,0,0,0,0.0,
40,J Louw (SA),2008-2009,2,2,0,0,0,0,0,0,0.0,
41,L Louwrens (NAM),2019-2019,1,1,0,0,0,0,0,0,0.0,
42,Lucky Ali (DEN),2019-2019,2,2,0,0,0,0,0,0,0.0,
43,NM Lyon (AUS),2016-2018,2,2,0,0,0,0,0,0,0.0,
44,RT Lyons (SCOT),2010-2010,2,2,0,0,0,0,0,0,0.0,
45,AM McCarthy (WI),2018-2018,1,1,0,0,0,0,0,0,0.0,
46,NFI McCallum (SCOT),2007-2010,11,10,0,0,0,0,0,0,0.0,
47,OC McCoy (WI),2019-2019,2,2,0,0,0,0,0,0,0.0,
48,AJ McKay (NZ),2010-2010,2,2,0,0,0,0,0,0,0.0,
49,CJ McKay (AUS),2010-2013,6,6,0,0,0,0,0,0,0.0,
0,ND McKenzie (SA),2006-2009,2,2,0,0,0,0,0,0,0.0,
1,DSK Madushanka (SL),2018-2018,2,2,0,0,0,0,0,0,0.0,
2,LD Madushanka (SL),2019-2019,2,2,0,0,0,0,0,0,0.0,
3,RP Magar (NEPAL),2014-2015,6,6,0,0,0,0,0,0,0.0,
4,R Mahajan (PHI),2019-2019,3,3,0,0,0,0,0,0,0.0,
5,C Mahoney (Peru),2019-2019,3,3,0,0,0,0,0,0,0.0,
6,Mamoon Latif (Belg),2019-2019,3,3,0,0,0,0,0,0,0.0,
7,G Manan (ROM),2019-2019,3,3,0,0,0,0,0,0,0.0,
8,D Manani (ROM),2019-2019,2,2,0,0,0,0,0,0,0.0,
9,M Markande (INDIA),2019-2019,1,1,0,0,0,0,0,0,0.0,
10,D Marks (MALTA),2019-2019,2,2,0,0,0,0,0,0,0.0,
11,JAH Marshall (NZ),2005-2008,3,3,0,0,0,0,0,0,0.0,
12,JL Martel (GUE),2019-2019,3,3,0,0,0,0,0,0,0.0,
13,B Masaba (UGA),2019-2019,1,1,0,0,0,0,0,0,0.0,
14,MJ Mason (NZ),2006-2008,3,3,0,0,0,0,0,0,0.0,
15,N Master (Botsw),2019-2019,2,2,0,0,0,0,0,0,0.0,
16,ZE Matsinhe (Moz),2019-2019,7,6,0,0,0,0,0,0,0.0,
17,V Mbazo (Botsw),2019-2019,4,4,0,0,0,0,0,0,0.0,
18,GJ McCarter (IRE),2015-2015,3,2,0,0,0,0,0,0,0.0,
19,BJ McCarthy (IRE),2017-2018,6,6,0,0,0,0,0,0,0.0,
20,Z McLaughlin (Caym),2019-2019,3,3,0,0,0,0,0,0,0.0,
21,A Mehmood (HKG),2016-2016,2,2,0,0,0,0,0,0,0.0,
22,Mehrab Hossain jnr (BDESH),2008-2009,2,2,0,0,0,0,0,0,0.0,
23,D Mejia (CRC),2019-2019,3,3,0,0,0,0,0,0,0.0,
24,K Mendon (CZK-R),2019-2019,6,6,0,0,0,0,0,0,0.0,
25,JH Mensah (Ghana),2019-2019,2,2,0,0,0,0,0,0,0.0,
26,DP Michael (Samoa),2019-2019,4,4,0,0,0,0,0,0,0.0,
27,Michael Nazir (MALTA),2019-2019,1,1,0,0,0,0,0,0,0.0,
