,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 13
44,AP Igglesden (ENG),1994-1994,4,4,168,122,2,2/12,61.0,4.35,84.0,0,0,
45,Irfan Bhatti (PAK),1993-1993,1,1,48,22,2,2/22,11.0,2.75,24.0,0,0,
46,Jahangir Shah (BDESH),1986-1990,5,5,234,172,2,2/23,86.0,4.41,117.0,0,0,
47,K Jethi (CAN),2008-2008,3,3,102,85,2,2/39,42.5,5.0,51.0,0,0,
48,LWS Kaluperuma (SL),1975-1982,4,4,208,137,2,1/35,68.5,3.95,104.0,0,0,
49,SHT Kandamby (SL),2004-2014,39,9,174,173,2,2/37,86.5,5.96,87.0,0,0,
0,CK Kapugedera (SL),2006-2017,102,10,264,225,2,1/24,112.5,5.11,132.0,0,0,
1,VJ Kingma (NL),2014-2019,3,3,126,107,2,1/47,53.5,5.09,63.0,0,0,
2,DB Kotze (NAM),2003-2003,6,6,282,256,2,1/32,128.0,5.44,141.0,0,0,
3,GJP Kruger (SA),2006-2006,3,3,138,139,2,1/43,69.5,6.04,69.0,0,0,
4,NR Kumar (CAN),2010-2014,16,2,66,63,2,2/40,31.5,5.72,33.0,0,0,
5,AV Lalcheta (OMAN),2019-2019,2,2,84,62,2,2/35,31.0,4.42,42.0,0,0,
6,Liaqat Ali (PAK),1977-1978,3,3,188,111,2,1/41,55.5,3.54,94.0,0,0,
7,J Louw (SA),2008-2008,3,3,156,148,2,1/45,74.0,5.69,78.0,0,0,
8,GD McKenzie (AUS),1971-1971,1,1,60,22,2,2/22,11.0,2.2,30.0,0,0,
9,Mansoor Akhtar (PAK),1980-1990,41,9,138,110,2,1/7,55.0,4.78,69.0,0,0,
10,GC Martin (ZIM),1994-1995,5,4,132,95,2,1/15,47.5,4.31,66.0,0,0,
11,SC Meaker (ENG),2011-2011,2,2,114,110,2,1/45,55.0,5.78,57.0,0,0,
12,KP Meiyappan (UAE),2019-2019,2,2,108,78,2,2/39,39.0,4.33,54.0,0,0,
13,Mohammed Qasim (UAE),2017-2017,5,3,120,71,2,1/13,35.5,3.55,60.0,0,0,
14,Morshed Ali Khan (BDESH),1998-1998,3,3,138,85,2,1/26,42.5,3.69,69.0,0,0,
15,PV Mpitsang (SA),1999-1999,2,2,60,63,2,2/49,31.5,6.3,30.0,0,0,
16,J Mubarak (SL),2002-2013,40,8,129,95,2,1/10,47.5,4.41,64.5,0,0,
17,SP Mukherjee (INDIA),1990-1991,3,3,174,98,2,1/30,49.0,3.37,87.0,0,0,
18,MG Neser (AUS),2018-2018,2,2,100,120,2,2/46,60.0,7.2,50.0,0,0,
19,IA Nicolson (ZIM),2010-2010,2,2,72,118,2,1/44,59.0,9.83,36.0,0,0,
20,KJ O'Keeffe (AUS),1977-1977,2,2,132,79,2,1/36,39.5,3.59,66.0,0,0,
21,DR O'Sullivan (NZ),1974-1976,3,3,168,123,2,1/38,61.5,4.39,84.0,0,0,
22,Parvez Rasool (INDIA),2014-2014,1,1,60,60,2,2/60,30.0,6.0,30.0,0,0,
23,RR Patel (KENYA),2008-2014,39,7,168,135,2,1/14,67.5,4.82,84.0,0,0,
24,R Pathan (CAN),2013-2013,1,1,36,50,2,2/50,25.0,8.33,18.0,0,0,
25,J Patraj (CAN),2007-2007,2,2,90,76,2,1/27,38.0,5.06,45.0,0,0,
26,HSM Pieris (SL),1975-1975,3,3,132,135,2,2/68,67.5,6.13,66.0,0,0,
27,NV Radford (ENG),1988-1988,6,6,348,230,2,1/32,115.0,3.96,174.0,0,0,
28,P Raho (PNG),2014-2014,1,1,45,32,2,2/32,16.0,4.26,22.5,0,0,
29,WV Raman (INDIA),1988-1996,27,7,162,170,2,1/23,85.0,6.29,81.0,0,0,
30,AN Ranasinghe (SL),1975-1982,9,8,324,281,2,1/21,140.5,5.2,162.0,0,0,
31,NLK Ratnayake (SL),1989-1990,2,2,101,98,2,1/39,49.0,5.82,50.5,0,0,
32,RA Reifer (WI),2019-2019,2,2,53,54,2,2/23,27.0,6.11,26.5,0,0,
33,GJ Rennie (ZIM),1996-2003,40,4,90,75,2,1/17,37.5,5.0,45.0,0,0,
34,CEB Rice (SA),1991-1991,3,3,138,114,2,1/46,57.0,4.95,69.0,0,0,
35,EJ Richardson (IRE),2013-2013,2,2,66,54,2,2/39,27.0,4.9,33.0,0,0,
36,Rizwan Latif (UAE),2004-2004,1,1,54,69,2,2/69,34.5,7.66,27.0,0,0,
37,Robiul Islam (BDESH),2013-2013,3,3,133,117,2,1/21,58.5,5.27,66.5,0,0,
38,LN Roche (ZIM),2018-2018,3,3,138,157,2,1/54,78.5,6.82,69.0,0,0,
39,Rokhan Barakzai (AFG),2015-2015,1,1,60,45,2,2/45,22.5,4.5,30.0,0,0,
40,Saadat Ali (PAK),1984-1984,8,2,27,29,2,2/24,14.5,6.44,13.5,0,0,
41,Sadiq Mohammad (PAK),1973-1980,19,2,38,26,2,2/20,13.0,4.1,19.0,0,0,
42,NA Saini (INDIA),2019-2019,1,1,60,58,2,2/58,29.0,5.8,30.0,0,0,
43,Sajjad Akbar (PAK),1990-1990,2,1,60,45,2,2/45,22.5,4.5,30.0,0,0,
44,RB Simpson (AUS),1978-1978,2,2,102,95,2,2/30,47.5,5.58,51.0,0,0,
45,CL Smith (ENG),1984-1984,4,2,36,28,2,2/8,14.0,4.66,18.0,0,0,
46,Sohail Butt (UAE),1994-1994,2,2,78,79,2,2/52,39.5,6.07,39.0,0,0,
47,RW Staple (USA),2004-2004,2,1,60,76,2,2/76,38.0,7.6,30.0,0,0,
48,PC Strydom (SA),2000-2000,10,7,252,206,2,1/18,103.0,4.9,126.0,0,0,
49,T Taibu (Afr/ZIM),2001-2012,150,2,84,61,2,2/42,30.5,4.35,42.0,0,0,
0,Tanvir Ahmed (PAK),2011-2011,2,2,60,83,2,1/38,41.5,8.3,30.0,0,0,
1,DC Thomas (WI),2009-2013,21,1,7,11,2,2/11,5.5,9.42,3.5,0,0,
2,PIC Thompson (WI),1997-1997,2,2,114,110,2,1/46,55.0,5.78,57.0,0,0,
3,GP Thorpe (ENG),1993-2002,82,5,120,97,2,2/15,48.5,4.85,60.0,0,0,
4,IJL Trott (ENG),2009-2013,68,10,183,166,2,2/31,83.0,5.44,91.5,0,0,
5,CM Tuckett (WI),1998-1998,1,1,48,41,2,2/41,20.5,5.12,24.0,0,0,
6,M van Jaarsveld (SA),2002-2004,11,2,31,18,2,1/0,9.0,3.48,15.5,0,0,
7,M Venkataramana (INDIA),1988-1988,1,1,60,36,2,2/36,18.0,3.6,30.0,0,0,
8,C Viljoen (NAM),2019-2019,2,2,30,14,2,2/6,7.0,2.8,15.0,0,0,
9,KP Walmsley (NZ),2003-2003,2,2,120,117,2,1/53,58.5,5.85,60.0,0,0,
10,GD Watson (AUS),1972-1972,2,1,48,28,2,2/28,14.0,3.5,24.0,0,0,
11,DS Wesonga (KENYA),2010-2011,4,1,42,28,2,2/28,14.0,4.0,21.0,0,0,
12,RK Whelan (IRE),2007-2007,2,2,90,99,2,1/43,49.5,6.6,45.0,0,0,
13,CM Willoughby (SA),2000-2003,3,3,168,148,2,2/39,74.0,5.28,84.0,0,0,
14,Yamin Ahmadzai (AFG),2015-2019,4,4,160,139,2,1/23,69.5,5.21,80.0,0,0,
15,Zafar Gohar (PAK),2015-2015,1,1,60,54,2,2/54,27.0,5.4,30.0,0,0,
16,Zahid Hussain (CAN),2011-2011,2,2,120,94,2,1/37,47.0,4.7,60.0,0,0,
17,MZ Zahir (CAN),2009-2009,1,1,30,35,2,2/35,17.5,7.0,15.0,0,0,
18,Zahir Khan (AFG),2019-2019,1,1,60,55,2,2/55,27.5,5.5,30.0,0,0,
19,Aamer Hameed (PAK),1977-1978,2,2,88,38,1,1/32,38.0,2.59,88.0,0,0,
20,SA Abbott (AUS),2014-2014,1,1,30,25,1,1/25,25.0,5.0,30.0,0,0,
21,Ahmed Kamal (BDESH),1999-1999,1,1,30,39,1,1/39,39.0,7.8,30.0,0,0,
22,DS Airee (NEPAL),2018-2019,6,3,78,51,1,1/19,51.0,3.92,78.0,0,0,
23,GW Aldridge (NZ),2011-2011,2,2,114,98,1,1/45,98.0,5.15,114.0,0,0,
24,Ali Khan (USA),2019-2019,1,1,30,23,1,1/23,23.0,4.6,30.0,0,0,
25,Aminul Islam jnr (BDESH),1999-1999,1,1,30,33,1,1/33,33.0,6.6,30.0,0,0,
26,Arshad Ali (UAE),2004-2008,4,3,102,105,1,1/5,105.0,6.17,102.0,0,0,
27,Arshad Laeeq (UAE),1994-1996,6,6,198,198,1,1/25,198.0,6.0,198.0,0,0,
28,B Arun (INDIA),1986-1987,4,4,102,103,1,1/43,103.0,6.05,102.0,0,0,
29,Asim Saeed (UAE),2004-2004,2,2,54,40,1,1/25,40.0,4.44,54.0,0,0,
30,KMC Bandara (SL),2016-2016,1,1,60,83,1,1/83,83.0,8.3,60.0,0,0,
31,Basil Hameed (UAE),2019-2019,3,1,12,10,1,1/10,10.0,5.0,12.0,0,0,
32,Basit Ali (PAK),1993-1996,50,2,30,21,1,1/17,21.0,4.2,30.0,0,0,
33,RR Beaton (WI),2017-2017,2,2,102,102,1,1/60,102.0,6.0,102.0,0,0,
34,JE Benjamin (ENG),1994-1995,2,2,72,47,1,1/22,47.0,3.91,72.0,0,0,
35,K Birkenstock (NAM),2019-2019,5,1,6,5,1,1/5,5.0,5.0,6.0,0,0,
36,BR Blair (NZ),1982-1986,14,2,30,34,1,1/7,34.0,6.8,30.0,0,0,
37,GK Bose (INDIA),1974-1974,1,1,66,39,1,1/39,39.0,3.54,66.0,0,0,
38,BP Bracewell (NZ),1978-1978,1,1,66,41,1,1/41,41.0,3.72,66.0,0,0,
39,KC Brathwaite (WI),2016-2017,10,5,152,140,1,1/56,140.0,5.52,152.0,0,0,
40,VR Brown (NZ),1988-1988,3,2,66,75,1,1/24,75.0,6.81,66.0,0,0,
41,DE Budge (SCOT),2018-2019,3,2,36,26,1,1/21,26.0,4.33,36.0,0,0,
42,MG Burgess (NZ),1973-1981,26,3,74,69,1,1/10,69.0,5.59,74.0,0,0,
43,RG Callender (CAN),1979-1979,2,2,54,26,1,1/14,26.0,2.88,54.0,0,0,
44,LOB Cann (BMUDA),2006-2009,26,4,100,129,1,1/34,129.0,7.74,100.0,0,0,
45,SJ Chalmers (SCOT),2009-2009,2,2,60,49,1,1/34,49.0,4.9,60.0,0,0,
46,S Chattergoon (WI),2006-2009,18,4,80,48,1,1/1,48.0,3.6,80.0,0,0,
47,MT Chinouya (ZIM),2013-2013,2,2,66,50,1,1/36,50.0,4.54,66.0,0,0,
48,KJ Coetzer (SCOT),2008-2019,59,7,179,203,1,1/35,203.0,6.8,179.0,0,0,
49,MJ Cosgrove (AUS),2006-2006,3,2,30,13,1,1/1,13.0,2.6,30.0,0,0,
0,CJ Dala (SA),2018-2018,2,2,102,121,1,1/57,121.0,7.11,102.0,0,0,
1,Dawlat Ahmadzai (AFG),2009-2010,3,3,112,121,1,1/40,121.0,6.48,112.0,0,0,
2,TN de Grooth (NL),2006-2013,34,1,6,2,1,1/2,2.0,2.0,6.0,0,0,
3,BFW de Leede (NL),2018-2019,3,2,23,15,1,1/3,15.0,3.91,23.0,0,0,
4,JL Denly (ENG),2009-2019,13,3,66,60,1,1/24,60.0,5.45,66.0,0,0,
5,R Dhawan (INDIA),2016-2016,3,3,150,160,1,1/74,160.0,6.4,150.0,0,0,
6,MS Dhoni (Asia/INDIA),2004-2019,350,2,36,31,1,1/14,31.0,5.16,36.0,0,0,
7,PS Eaglestone (IRE),2008-2008,1,1,42,60,1,1/60,60.0,8.57,42.0,0,0,
8,GN Edwards (NZ),1976-1981,6,1,6,5,1,1/5,5.0,5.0,6.0,0,0,
9,Faisal Hossain (BDESH),2004-2010,6,2,73,53,1,1/27,53.0,4.35,73.0,0,0,
10,Fakhar Zaman (PAK),2017-2019,46,7,135,111,1,1/19,111.0,4.93,135.0,0,0,
11,TL Fernando (SL),1989-1989,1,1,18,16,1,1/16,16.0,5.33,18.0,0,0,
12,SP Fleming (ICC/NZ),1994-2007,280,3,29,28,1,1/8,28.0,5.79,29.0,0,0,
13,MJ Fourie (IRE),2007-2008,7,5,179,128,1,1/33,128.0,4.29,179.0,0,0,
14,AN French (HKG),2004-2004,2,2,72,67,1,1/51,67.0,5.58,72.0,0,0,
15,AD Gaekwad (INDIA),1975-1987,15,1,48,39,1,1/39,39.0,4.87,48.0,0,0,
16,D Ganesh (INDIA),1997-1997,1,1,30,20,1,1/20,20.0,4.0,30.0,0,0,
17,TN Garwe (ZIM),2009-2009,1,1,36,50,1,1/50,50.0,8.33,36.0,0,0,
18,RS Gavaskar (INDIA),2004-2004,11,2,72,74,1,1/56,74.0,6.16,72.0,0,0,
19,SM Gavaskar (INDIA),1974-1987,108,4,20,25,1,1/10,25.0,7.5,20.0,0,0,
20,BD Glover (NL),2019-2019,1,1,60,37,1,1/37,37.0,3.7,60.0,0,0,
21,Y Goonasekera (SL),1983-1983,3,2,36,35,1,1/24,35.0,5.83,36.0,0,0,
22,EL Gouka (NL),1996-1996,3,2,22,51,1,1/32,51.0,13.9,22.0,0,0,
23,VD Grandia (NL),2002-2002,1,1,30,40,1,1/40,40.0,8.0,30.0,0,0,
24,CG Greenidge (WI),1975-1991,128,2,60,45,1,1/21,45.0,4.5,60.0,0,0,
25,RD Gudhka (KENYA),2011-2011,2,2,78,60,1,1/41,60.0,4.61,78.0,0,0,
26,Habibul Bashar (BDESH),1995-2007,111,6,175,142,1,1/31,142.0,4.86,175.0,0,0,
27,LJ Hamilton (NZ),2005-2005,2,2,108,143,1,1/76,143.0,7.94,108.0,0,0,
28,JR Hammond (AUS),1972-1972,1,1,54,41,1,1/41,41.0,4.55,54.0,0,0,
29,MJ Haslam (NZ),1992-1992,1,1,30,28,1,1/28,28.0,5.6,30.0,0,0,
30,DL Hemp (BMUDA),2006-2009,22,4,114,119,1,1/25,119.0,6.26,114.0,0,0,
31,BE Hendricks (SA),2019-2019,4,3,126,106,1,1/50,106.0,5.04,126.0,0,0,
32,RR Hendricks (SA),2018-2019,18,3,42,47,1,1/13,47.0,6.71,42.0,0,0,
33,BJ Hodge (AUS),2005-2007,25,3,66,51,1,1/17,51.0,4.63,66.0,0,0,
34,DW Hookes (AUS),1977-1986,39,3,29,28,1,1/2,28.0,5.79,29.0,0,0,
35,DL Houghton (ZIM),1983-1997,63,1,12,19,1,1/19,19.0,9.5,12.0,0,0,
36,Iftikhar Ahmed (PAK),2015-2019,4,4,138,101,1,1/31,101.0,4.39,138.0,0,0,
37,Ijaz Ahmed jnr (PAK),1997-1997,2,2,30,25,1,1/9,25.0,5.0,30.0,0,0,
38,Imran Nazir (PAK),1999-2009,79,4,49,48,1,1/3,48.0,5.87,49.0,0,0,
39,F Jansen (NL),1996-1996,2,2,54,62,1,1/40,62.0,6.88,54.0,0,0,
40,PS Jayaprakashdaran (SL),2005-2005,1,1,36,21,1,1/21,21.0,3.5,36.0,0,0,
41,TE Jesty (ENG),1983-1983,10,4,108,93,1,1/23,93.0,5.16,108.0,0,0,
42,Joginder Sharma (INDIA),2004-2007,4,4,150,115,1,1/28,115.0,4.6,150.0,0,0,
43,HR Johnson (USA),2004-2004,2,2,60,69,1,1/26,69.0,6.9,60.0,0,0,
44,S Jyoti (CAN),2006-2010,14,4,120,90,1,1/26,90.0,4.5,120.0,0,0,
45,VG Kambli (INDIA),1991-2000,104,1,4,7,1,1/7,7.0,10.5,4.0,0,0,
46,Kashif Raza (PAK),2001-2001,1,1,30,36,1,1/36,36.0,7.2,30.0,0,0,
47,GE Kidd (IRE),2007-2008,6,5,216,172,1,1/27,172.0,4.77,216.0,0,0,
48,R Lamba (INDIA),1986-1989,32,3,19,20,1,1/9,20.0,6.31,19.0,0,0,
49,D Lloyd (ENG),1973-1980,8,1,12,3,1,1/3,3.0,1.5,12.0,0,0,
0,JL Louw (NAM),2003-2003,1,1,60,60,1,1/60,60.0,6.0,60.0,0,0,
1,SV Manjrekar (INDIA),1988-1996,74,3,8,10,1,1/2,10.0,7.5,8.0,0,0,
2,AV Mankad (INDIA),1974-1974,1,1,35,47,1,1/47,47.0,8.05,35.0,0,0,
3,Mansoor Amjad (PAK),2008-2008,1,1,48,44,1,1/44,44.0,5.5,48.0,0,0,
4,AW Mathieson (NZ),2015-2015,1,1,24,40,1,1/40,40.0,10.0,24.0,0,0,
5,DES Maxwell (CAN),2006-2007,10,3,72,70,1,1/23,70.0,5.83,72.0,0,0,
6,PHKD Mendis (SL),2019-2019,2,2,84,79,1,1/45,79.0,5.64,84.0,0,0,
7,T Mishra (KENYA),2006-2013,42,2,9,12,1,1/6,12.0,8.0,9.0,0,0,
8,Mohammad Abbas (PAK),2019-2019,3,3,162,153,1,1/44,153.0,5.66,162.0,0,0,
9,Mohammad Yousuf (Asia/PAK),1998-2010,288,2,2,1,1,1/0,1.0,3.0,2.0,0,0,
10,Mohsin Khan (PAK),1977-1986,75,2,12,5,1,1/2,5.0,2.5,12.0,0,0,
11,Mujahid Jamshed (PAK),1997-1997,4,1,24,6,1,1/6,6.0,1.5,24.0,0,0,
12,W Mwayenga (ZIM),2002-2004,3,3,126,157,1,1/61,157.0,7.47,126.0,0,0,
13,J Nagenda (EAf),1975-1975,1,1,54,50,1,1/50,50.0,5.55,54.0,0,0,
14,PG Nana (EAf),1975-1975,3,3,173,116,1,1/34,116.0,4.02,173.0,0,0,
15,DP Nannes (AUS),2009-2009,1,1,42,20,1,1/20,20.0,2.85,42.0,0,0,
16,SV Nayak (INDIA),1981-1982,4,4,222,161,1,1/51,161.0,4.35,222.0,0,0,
17,A Ndlovu (ZIM),2019-2019,2,2,102,80,1,1/29,80.0,4.7,102.0,0,0,
18,Neeyamur Rashid (BDESH),1999-1999,2,2,78,66,1,1/46,66.0,5.07,78.0,0,0,
19,A Neill (SCOT),2019-2019,1,1,55,24,1,1/24,24.0,2.61,55.0,0,0,
20,AA Noffke (AUS),2008-2008,1,1,54,46,1,1/46,46.0,5.11,54.0,0,0,
21,SD Outerbridge (BMUDA),2006-2009,23,7,120,94,1,1/11,94.0,4.7,120.0,0,0,
22,JS Paris (AUS),2016-2016,2,2,96,93,1,1/40,93.0,5.81,96.0,0,0,
23,JM Parker (NZ),1974-1981,24,1,16,10,1,1/10,10.0,3.75,16.0,0,0,
24,AJ Penn (NZ),1997-2001,5,5,159,201,1,1/50,201.0,7.58,159.0,0,0,
25,N Phillip (WI),1978-1978,1,1,42,22,1,1/22,22.0,3.14,42.0,0,0,
26,PM Pushpakumara (SL),2017-2017,2,2,114,105,1,1/40,105.0,5.52,114.0,0,0,
27,S Ramesh (INDIA),1999-1999,24,3,36,38,1,1/23,38.0,6.33,36.0,0,0,
28,N Ranatunga (SL),1993-1993,2,2,102,82,1,1/33,82.0,4.82,102.0,0,0,
29,SHA Rance (NZ),2017-2017,2,2,105,110,1,1/44,110.0,6.28,105.0,0,0,
30,U Ranchod (ZIM),1992-1993,3,3,174,130,1,1/44,130.0,4.48,174.0,0,0,
31,DW Randall (ENG),1976-1985,49,1,2,2,1,1/2,2.0,6.0,2.0,0,0,
32,Randhir Singh (INDIA),1981-1983,2,2,72,48,1,1/30,48.0,4.0,72.0,0,0,
33,SS Raul (INDIA),1998-1998,2,2,36,27,1,1/13,27.0,4.5,36.0,0,0,
34,Raza-ur-Rehman (CAN),2013-2014,6,5,122,128,1,1/59,128.0,6.29,122.0,0,0,
35,Raza Hasan (PAK),2014-2014,1,1,60,68,1,1/68,68.0,6.8,60.0,0,0,
36,V Razdan (INDIA),1989-1990,3,3,84,77,1,1/37,77.0,5.5,84.0,0,0,
37,CA Reid (USA),2004-2004,2,2,78,63,1,1/37,63.0,4.84,78.0,0,0,
38,RB Reid (NZ),1988-1991,9,1,7,13,1,1/13,13.0,11.14,7.0,0,0,
39,RB Richardson (WI),1983-1996,224,6,58,46,1,1/4,46.0,4.75,58.0,0,0,
40,ADG Roberts (NZ),1976-1976,1,1,56,30,1,1/30,30.0,3.21,56.0,0,0,
41,RJ Robinson (BMUDA),2007-2009,3,3,138,170,1,1/57,170.0,7.39,138.0,0,0,
42,TS Roland-Jones (ENG),2017-2017,1,1,42,34,1,1/34,34.0,4.85,42.0,0,0,
43,LC Romero (USA),2004-2004,2,1,24,52,1,1/52,52.0,13.0,24.0,0,0,
44,RR Rossouw (SA),2014-2016,36,3,45,44,1,1/17,44.0,5.86,45.0,0,0,
45,Sameer Zia (UAE),2004-2004,1,1,60,44,1,1/44,44.0,4.4,60.0,0,0,
46,Saqib Ali (UAE),2008-2014,5,2,60,57,1,1/44,57.0,5.7,60.0,0,0,
47,Saqib Zulfiqar (NL),2019-2019,1,1,42,49,1,1/49,49.0,7.0,42.0,0,0,
48,Sayed Shirzad (AFG),2019-2019,2,1,48,56,1,1/56,56.0,7.0,48.0,0,0,
49,BN Schultz (SA),1992-1992,1,1,54,35,1,1/35,35.0,3.88,54.0,0,0,
0,BB Seebaran (CAN),2003-2003,4,3,108,130,1,1/61,130.00,7.22,108.0,0,0,
1,RK Sethi (EAf),1975-1975,3,3,120,100,1,1/51,100.00,5.0,120.0,0,0,
2,Shehzad Altaf (UAE),1996-1996,2,2,78,37,1,1/15,37.00,2.84,78.0,0,0,
3,Shakeel Khan (PAK),1987-1987,1,1,54,50,1,1/50,50.00,5.55,54.0,0,0,
4,M Shezi (SA),2014-2014,1,1,36,8,1,1/8,8.00,1.33,36.0,0,0,
5,LR Shukla (INDIA),1999-1999,3,3,114,94,1,1/25,94.00,4.94,114.0,0,0,
6,K Shuttleworth (ENG),1971-1971,1,1,56,29,1,1/29,29.00,3.1,56.0,0,0,
7,LPC Silva (SL),1999-2011,75,2,42,33,1,1/21,33.00,4.71,42.0,0,0,
8,LMP Simmons (WI),2006-2015,68,12,156,172,1,1/3,172.00,6.61,156.0,0,0,
9,RP Singh (INDIA),1986-1986,2,2,82,77,1,1/58,77.00,5.63,82.0,0,0,
10,MA Small (WI),1984-1984,2,2,84,54,1,1/40,54.00,3.85,84.0,0,0,
11,RAJ Smith (SCOT),2016-2016,2,2,90,97,1,1/34,97.00,6.46,90.0,0,0,
12,S Snater (NL),2018-2018,2,2,71,63,1,1/41,63.00,5.32,71.0,0,0,
13,GS Sobers (WI),1973-1973,1,1,63,31,1,1/31,31.00,2.95,63.0,0,0,
14,Sohaib Maqsood (PAK),2013-2016,26,4,54,42,1,1/16,42.00,4.66,54.0,0,0,
15,VS Solanki (ENG),2000-2006,51,7,111,105,1,1/17,105.00,5.67,111.0,0,0,
16,OP Stone (ENG),2018-2018,4,3,96,97,1,1/23,97.00,6.06,96.0,0,0,
17,GM Strydom (ZIM),2006-2006,12,4,66,61,1,1/28,61.00,5.54,66.0,0,0,
18,R Strydom (IRE),2008-2008,9,1,48,63,1,1/63,63.00,7.87,48.0,0,0,
19,Subashis Roy (BDESH),2016-2016,1,1,60,45,1,1/45,45.00,4.5,60.0,0,0,
20,Syed Maqsood (UAE),2004-2004,2,2,66,84,1,1/60,84.00,7.63,66.0,0,0,
21,Tanvir Mehdi (PAK),1992-1992,1,1,66,72,1,1/72,72.00,6.54,66.0,0,0,
22,Taufeeq Umar (PAK),2001-2011,22,3,72,85,1,1/49,85.00,7.08,72.0,0,0,
23,GJ Thompson (IRE),2008-2008,3,3,72,73,1,1/35,73.00,6.08,72.0,0,0,
24,AL Thomson (AUS),1971-1971,1,1,64,22,1,1/22,22.00,2.06,64.0,0,0,
25,Tushar Imran (BDESH),2001-2007,41,5,126,103,1,1/24,103.00,4.9,126.0,0,0,
26,Umair Ali (UAE),2015-2015,2,2,108,125,1,1/65,125.00,6.94,108.0,0,0,
27,Usman Ghani (AFG),2014-2017,15,2,38,34,1,1/21,34.00,5.36,38.0,0,0,
28,BO van Rooi (NAM),2003-2003,3,3,120,119,1,1/24,119.00,5.95,120.0,0,0,
29,MA Vermeulen (ZIM),2000-2009,43,1,5,5,1,1/5,5.00,6.0,5.0,0,0,
30,M Vijay (INDIA),2010-2015,17,2,36,37,1,1/19,37.00,6.16,36.0,0,0,
31,L Vincent (NZ),2001-2007,102,3,20,25,1,1/0,25.00,7.5,20.0,0,0,
32,Waheed Ahmed (UAE),2019-2019,2,2,30,29,1,1/20,29.00,5.8,30.0,0,0,
33,Washington Sundar (INDIA),2017-2017,1,1,60,65,1,1/65,65.00,6.5,60.0,0,0,
34,Wasim Haider (PAK),1992-1992,3,3,114,79,1,1/36,79.00,4.15,114.0,0,0,
35,S Weerakoon (SL),2012-2012,2,1,60,49,1,1/49,49.00,4.9,60.0,0,0,
36,BA Westdijk (NL),2011-2011,4,4,156,195,1,1/56,195.00,7.5,156.0,0,0,
37,S Wettimuny (SL),1982-1987,35,6,57,70,1,1/13,70.00,7.36,57.0,0,0,
38,CG Williams (NAM),2019-2019,5,4,126,91,1,1/37,91.00,4.33,126.0,0,0,
39,SC Williams (WI),1994-1999,57,1,24,30,1,1/30,30.00,7.5,24.0,0,0,
40,DJ Worrall (AUS),2016-2016,3,3,158,171,1,1/43,171.00,6.49,158.0,0,0,
41,J Yadav (INDIA),2016-2016,1,1,24,8,1,1/8,8.00,2.0,24.0,0,0,
42,Yashpal Sharma (INDIA),1978-1985,42,8,201,199,1,1/27,199.00,5.94,201.0,0,0,
43,BE Young (AUS),1998-1999,6,5,234,251,1,1/26,251.00,6.43,234.0,0,0,
44,Zain Abbas (HKG),2008-2008,1,1,36,56,1,1/56,56.00,9.33,36.0,0,0,
45,AK Zesers (AUS),1987-1987,2,2,90,74,1,1/37,74.00,4.93,90.0,0,0,
46,Aarif Sheikh (NEPAL),2018-2019,6,1,12,10,0,-,-,5.0,-,0,0,
47,S Abrahams (SA),2000-2000,1,1,60,40,0,-,-,4.0,-,0,0,
48,Abul Hasan (BDESH),2012-2018,7,7,216,244,0,-,-,6.77,-,0,0,
49,FS Ahangama (SL),1985-1985,1,1,18,23,0,-,-,7.66,-,0,0,
0,Ahmed Shah (AFG),2009-2009,1,1,6,12,0,-,-,12.0,-,0,0,
1,Akram Khan (BDESH),1988-2003,44,6,117,138,0,-,-,7.07,-,0,0,
2,Aman Ali (UAE),2008-2008,1,1,12,22,0,-,-,11.0,-,0,0,
3,PK Amre (INDIA),1991-1994,37,1,2,4,0,-,-,12.0,-,0,0,
4,J Anderson (IRE),2014-2016,8,2,30,20,0,-,-,4.0,-,0,0,
5,Anisur Rahman (BDESH),1995-1998,2,2,48,68,0,-,-,8.5,-,0,0,
6,Anwar Hossain Monir (BDESH),2002-2002,1,1,48,45,0,-,-,5.62,-,0,0,
7,Ariful Haque (BDESH),2018-2018,1,1,18,17,0,-,-,5.66,-,0,0,
8,Asad Shafiq (PAK),2010-2017,60,2,12,18,0,-,-,9.0,-,0,0,
9,Ashfaq Ahmed (PAK),1994-1994,3,3,102,84,0,-,-,4.94,-,0,0,
10,Asif Ali (PAK),2018-2019,18,1,5,9,0,-,-,10.8,-,0,0,
11,Asif Iqbal (1) (UAE),2015-2015,1,1,24,32,0,-,-,8.0,-,0,0,
12,MS Atapattu (SL),1990-2007,268,2,51,41,0,-,-,4.82,-,0,0,
13,CWJ Athey (ENG),1980-1988,31,1,6,10,0,-,-,10.0,-,0,0,
14,RA Austin (WI),1978-1978,1,1,6,13,0,-,-,13.0,-,0,0,
15,Babar Hayat (HKG),2014-2018,22,1,6,9,0,-,-,9.0,-,0,0,
16,RJ Bailey (ENG),1985-1990,4,1,36,25,0,-,-,4.16,-,0,0,
17,W Barresi (NL),2010-2019,32,3,30,37,0,-,-,7.4,-,0,0,
18,OO Bascome (BMUDA),2008-2008,6,2,18,22,0,-,-,7.33,-,0,0,
19,TC Bastiampillai (CAN),2007-2014,13,3,24,31,0,-,-,7.75,-,0,0,
