,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 14
29,Nasir Aziz (UAE),2015-2015,1,1,4.0,0,21,0,-,-,5.25,-,0,0,
30,A Natubhai Ahir (PNM),2019-2019,3,3,6.0,0,49,0,-,-,8.16,-,0,0,
31,Nawaf Ahmed (KUW),2019-2019,1,1,2.0,0,16,0,-,-,8.0,-,0,0,
32,R Nehonde (Botsw),2019-2019,7,5,13.0,0,113,0,-,-,8.69,-,0,0,
33,S Nerandzic (Serb),2019-2019,2,1,2.0,0,26,0,-,-,13.0,-,0,0,
34,K Nestor (GIBR),2019-2019,4,2,6.2,0,54,0,-,-,8.52,-,0,0,
35,A Nortje (SA),2019-2019,1,1,3.0,0,27,0,-,-,9.0,-,0,0,
36,J Nyumbu (ZIM),2018-2018,2,2,6.0,0,76,0,-,-,12.66,-,0,0,
37,R Olipa (UGA),2019-2019,2,1,1.0,0,8,0,-,-,8.0,-,0,0,
38,Omar Hayat (DEN),2019-2019,2,1,1.0,0,11,0,-,-,11.0,-,0,0,
39,A Orfila (GIBR),2019-2019,1,1,1.0,0,7,0,-,-,7.0,-,0,0,
40,A Patel (MWI),2019-2019,2,1,1.0,0,19,0,-,-,19.0,-,0,0,
41,C Pengkumta (THAI),2019-2019,4,4,7.0,0,58,0,-,-,8.28,-,0,0,
42,AK Perera (SL),2013-2019,6,1,1.0,0,17,0,-,-,17.0,-,0,0,
43,PDRL Perera (SL),2006-2006,2,2,7.0,0,77,0,-,-,11.0,-,0,0,
44,T Perera (Botsw),2019-2019,6,2,3.0,0,37,0,-,-,12.33,-,0,0,
45,S Periyalwar (ROM),2019-2019,4,1,0.1,0,4,0,-,-,24.0,-,0,0,
46,V Permaul (WI),2018-2018,1,1,0.3,0,8,0,-,-,16.0,-,0,0,
47,OL Pitcher (BMUDA),2008-2008,3,1,1.0,0,7,0,-,-,7.0,-,0,0,
48,C Prasad (CRC),2019-2019,3,1,2.0,0,12,0,-,-,6.0,-,0,0,
49,KTGD Prasad (SL),2011-2011,1,1,3.0,0,37,0,-,-,12.33,-,0,0,
0,EC Rainsford (ZIM),2010-2010,2,2,6.0,0,67,0,-,-,11.16,-,0,0,
1,Rashid Khan (NEPAL),2019-2019,1,1,4.0,0,19,0,-,-,4.75,-,0,0,
2,Robiul Islam (BDESH),2013-2013,1,1,1.0,0,13,0,-,-,13.0,-,0,0,
3,R Rohan (SGP),2019-2019,10,1,1.0,0,7,0,-,-,7.0,-,0,0,
4,GR Russ (PHI),2019-2019,3,2,3.0,0,52,0,-,-,17.33,-,0,0,
5,SE Rutherford (WI),2018-2019,3,1,3.0,0,28,0,-,-,9.33,-,0,0,
6,Saad Nasim (PAK),2014-2014,3,1,1.0,0,12,0,-,-,12.0,-,0,0,
7,Sajedul Islam (BDESH),2013-2013,1,1,1.0,0,15,0,-,-,15.0,-,0,0,
8,Sakib Hasan (Serb),2019-2019,2,1,1.0,0,13,0,-,-,13.0,-,0,0,
9,Saqlain Arshad (QAT),2019-2019,2,1,1.0,0,12,0,-,-,12.0,-,0,0,
10,Saqlain Sajib (BDESH),2016-2016,1,1,3.3,0,40,0,-,-,11.42,-,0,0,
11,M Sarenac (Serb),2019-2019,2,1,1.0,0,12,0,-,-,12.0,-,0,0,
12,V Sehwag (INDIA),2006-2012,19,1,1.0,0,20,0,-,-,20.0,-,0,0,
13,K Senamontree (THAI),2019-2019,2,2,2.0,0,29,0,-,-,14.5,-,0,0,
14,YSD Seneveratne (Caym),2019-2019,6,2,2.0,0,22,0,-,-,11.0,-,0,0,
15,Shabbir Ahmed (PAK),2007-2007,1,1,2.0,0,19,0,-,-,9.5,-,0,0,
16,JNK Shannon (IRE),2013-2018,8,1,1.0,0,11,0,-,-,11.0,-,0,0,
17,Shoaib Gazi Hossain (Chile),2019-2019,4,1,2.0,0,23,0,-,-,11.5,-,0,0,
18,P Silas (Botsw),2019-2019,4,1,1.0,0,21,0,-,-,21.0,-,0,0,
19,KRP Silva (USA),2019-2019,2,1,2.0,0,19,0,-,-,9.5,-,0,0,
20,M Simmons (BMUDA),2019-2019,2,1,2.1,0,21,0,-,-,9.69,-,0,0,
21,GC Smith (SA),2005-2011,33,3,4.0,0,57,0,-,-,14.25,-,0,0,
22,RAJ Smith (SCOT),2019-2019,2,2,6.5,0,66,0,-,-,9.65,-,0,0,
23,JN Snape (ENG),2007-2007,1,1,1.0,0,12,0,-,-,12.0,-,0,0,
24,Sohaib Maqsood (PAK),2013-2016,20,1,1.0,0,12,0,-,-,12.0,-,0,0,
25,Soheel Hussain (Belg),2019-2019,1,1,1.0,0,7,0,-,-,7.0,-,0,0,
26,Sohrawordi Shuvo (BDESH),2010-2010,1,1,1.0,0,12,0,-,-,12.0,-,0,0,
27,S Sola (Samoa),2019-2019,4,1,1.0,0,9,0,-,-,9.0,-,0,0,
28,S Soosiyakumar (),2019-2019,1,1,2.0,0,16,0,-,-,8.0,-,0,0,
29,TJ Stephenson (Blz),2019-2019,1,1,1.0,0,11,0,-,-,11.0,-,0,0,
30,Suresh Kumar (Peru),2019-2019,2,2,4.0,0,35,0,-,-,8.75,-,0,0,
31,T Taibu (ZIM),2007-2012,17,2,4.0,0,41,0,-,-,10.25,-,0,0,
32,Tarun Sharma (Mex),2019-2019,8,1,1.0,0,14,0,-,-,14.0,-,0,0,
33,J Thinley (BHU),2019-2019,2,2,3.0,0,25,0,-,-,8.33,-,0,0,
34,S Tobgay (BHU),2019-2019,2,1,4.0,0,50,0,-,-,12.5,-,0,0,
35,T Tshose (Botsw),2019-2019,2,1,2.0,0,12,0,-,-,6.0,-,0,0,
36,TE Tucker (BMUDA),2008-2008,1,1,2.0,0,5,0,-,-,2.5,-,0,0,
37,S Tyagi (INDIA),2009-2009,1,1,2.0,0,21,0,-,-,10.5,-,0,0,
38,HER Tyler (PHI),2019-2019,2,2,6.0,0,48,0,-,-,8.0,-,0,0,
39,E Ul Haq (NOR),2019-2019,5,1,0.1,0,4,0,-,-,24.0,-,0,0,
40,R Ulutuna (TKY),2019-2019,4,1,1.0,0,11,0,-,-,11.0,-,0,0,
41,S Vesawkar (NEPAL),2014-2019,17,1,3.0,0,25,0,-,-,8.33,-,0,0,
42,JK Vifah (Ghana),2019-2019,3,1,1.1,0,8,0,-,-,6.85,-,0,0,
43,M Vijay (INDIA),2010-2015,9,1,2.0,0,9,0,-,-,4.5,-,0,0,
44,V Vijh (LUX),2019-2019,4,3,7.5,0,72,0,-,-,9.19,-,0,0,
45,Vimal Kumar (PHI),2019-2019,2,1,3.0,0,32,0,-,-,10.66,-,0,0,
46,MN Waller (ZIM),2011-2018,32,3,5.0,0,42,0,-,-,8.4,-,0,0,
47,Waqas Ali (Belg),2019-2019,2,1,1.0,0,9,0,-,-,9.0,-,0,0,
48,Waqas Khan (HKG),2014-2017,8,1,1.0,0,12,0,-,-,12.0,-,0,0,
49,Waqas Raja (Fin),2019-2019,1,1,1.0,0,9,0,-,-,9.0,-,0,0,
0,Wasim Ali (OMAN),2019-2019,1,1,2.0,0,16,0,-,-,8.00,-,0,0,
1,JW Wilson (NZ),2005-2005,1,1,4.0,0,43,0,-,-,10.75,-,0,0,
2,Yasir Shah (PAK),2011-2011,2,2,4.0,0,39,0,-,-,9.75,-,0,0,
3,N Yordanov (),2019-2019,2,1,3.0,0,20,0,-,-,6.66,-,0,0,
4,Zeeshan Abbas (BAH),2019-2019,1,1,4.0,0,20,0,-,-,5.00,-,0,0,
5,Aamer Ikram (PORT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
6,Aarif Sheikh (NEPAL),2018-2019,11,-,-,-,-,-,-,-,-,-,-,-,
7,Z Abbasi (Botsw),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
8,Abbas Saad (Saudi),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
9,Abdul Rashid (Belg),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
10,Abdul Shakoor (UAE),2015-2019,6,-,-,-,-,-,-,-,-,-,-,-,
11,Abdul Shakoor (ROM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
12,Abraash Khan (CAN),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
13,Abrar Bilal (Aut),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
14,F Achelam (UGA),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
15,Abdul Hashmi (DEN),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
16,Adil Hanif (BAH),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
17,Adnan Ilyas (OMAN),2015-2016,12,-,-,-,-,-,-,-,-,-,-,-,
18,Adnan Mufti (UAE),2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,
19,Afsar Zazai (AFG),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,
20,P Agnihotri (NOR),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
21,RI Ahmed (NL),2015-2015,2,-,-,-,-,-,-,-,-,-,-,-,
22,Ahmed Faiz (MAL),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
23,Ahsan Abbasi (HKG),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
24,KK Ahuja (Mex),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
25,Ainool Hafizs (MAL),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
26,Ainool Haqqiem (MAL),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
27,PS Airee (NEPAL),2015-2019,11,-,-,-,-,-,-,-,-,-,-,-,
28,C Akyuz (TKY),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
29,Ali Ivan (Mald),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
30,HS Alta (TKY),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
31,TR Ambrose (ENG),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
32,Amjad Ali (UAE),2014-2015,5,-,-,-,-,-,-,-,-,-,-,-,
33,Amjad Khan (UAE),2015-2016,4,-,-,-,-,-,-,-,-,-,-,-,
34,HM Amla (SA/World),2009-2018,44,-,-,-,-,-,-,-,-,-,-,-,
35,Anamul Haque (BDESH),2012-2015,13,-,-,-,-,-,-,-,-,-,-,-,
36,Anam Mollik (ITA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
37,Anas Khan (HKG),2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,
38,A Anemogiannis (),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
39,B Angeltti (Arg),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
40,Anwar Arudin (MAL),2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
41,SE Aquilina (MALTA),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
42,Areeb Quadir (Fin),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
43,Z Arinaitwe (UGA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
44,Aritra Dutta (SGP),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
45,RP Arnold (SL),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
46,P Arora (Mex),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
47,Arsalan Arif (Aut),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
48,Arslan Ahmed (PORT),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
49,Asad Shafiq (PAK),2010-2012,10,-,-,-,-,-,-,-,-,-,-,-,
0,Asif Ali (PAK),2018-2019,25,-,-,-,-,-,-,-,-,-,-,-,
1,Aslam Mohammad (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
2,SK Atai (PNG),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
3,MS Atapattu (SL),2006-2006,2,-,-,-,-,-,-,-,-,-,-,-,
4,S Ateak (Ghana),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
5,JJ Atkinson (HKG),2014-2016,13,-,-,-,-,-,-,-,-,-,-,-,
6,Awais Ahmed (ESP),2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
7,Awais Zia (PAK),2012-2014,5,-,-,-,-,-,-,-,-,-,-,-,
8,AJ Ayannaike (NGA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
9,Azyan Farhath (Mald),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
10,F Baaleri (Ghana),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
11,SJ Baard (NAM),2019-2019,13,-,-,-,-,-,-,-,-,-,-,-,
12,Babar Azam (PAK),2016-2019,36,-,-,-,-,-,-,-,-,-,-,-,
13,Babar Hayat (HKG),2014-2017,24,-,-,-,-,-,-,-,-,-,-,-,
14,S Badrinath (INDIA),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,
15,A Bagai (CAN),2008-2013,9,-,-,-,-,-,-,-,-,-,-,-,
16,GJ Bailey (AUS/World),2012-2017,30,-,-,-,-,-,-,-,-,-,-,-,
17,JM Bairstow (ENG),2011-2019,34,-,-,-,-,-,-,-,-,-,-,-,
18,R Bakum (Ghana),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
19,V Balakrishnan (Botsw),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
20,A Balbirnie (IRE),2015-2019,37,-,-,-,-,-,-,-,-,-,-,-,
21,CT Bancroft (AUS),2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,
22,B Banerjee (Mex),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
23,T Banton (ENG),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
24,AB Barath (WI),2010-2011,2,-,-,-,-,-,-,-,-,-,-,-,
25,J Barker (LUX),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
26,LJ Barker (GUE),2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
27,TC Barker (LUX),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
28,P Baron (Arg),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
29,MC Bascombe (WI),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,
30,O Bascome (BMUDA),2019-2019,11,-,-,-,-,-,-,-,-,-,-,-,
31,OO Bascome (BMUDA),2008-2019,3,-,-,-,-,-,-,-,-,-,-,-,
32,TC Bastiampillai (CAN),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,
33,D Bau (PNG),2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,
34,CS Baugh (WI),2008-2012,3,-,-,-,-,-,-,-,-,-,-,-,
35,T Bavuma (SA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
36,IR Bell (ENG),2006-2014,8,-,-,-,-,-,-,-,-,-,-,-,
37,A Bhagwat (HKG),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
38,B Bhandari (NEPAL),2014-2019,27,-,-,-,-,-,-,-,-,-,-,-,
39,M Bhanuka (SL),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
40,TS Bharaj (DEN),2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
41,RA Bhatti (CAN),2012-2012,4,-,-,-,-,-,-,-,-,-,-,-,
42,MP Biddappa (PHI),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
43,Bilal Ahmed (Serb),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
44,Bilal Tahir (KUW),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
45,IS Billcliff (CAN),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,
46,SW Billings (ENG/ICC),2015-2019,26,-,-,-,-,-,-,-,-,-,-,-,
47,K Birkenstock (NAM),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
48,TR Birt (AUS),2010-2012,4,-,-,-,-,-,-,-,-,-,-,-,
49,C Bisson (JER),2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
0,AM Blignaut (ZIM),2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,
1,TA Blundell (NZ),2017-2018,3,-,-,-,-,-,-,-,-,-,-,-,
2,GH Bodi (SA),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
3,LE Bosman (SA),2006-2010,14,-,-,-,-,-,-,-,-,-,-,-,
4,MV Boucher (SA),2005-2010,25,-,-,-,-,-,-,-,-,-,-,-,
5,DM Bravo (WI),2010-2019,20,-,-,-,-,-,-,-,-,-,-,-,
6,JP Bray (IRE),2009-2009,2,-,-,-,-,-,-,-,-,-,-,-,
7,NT Broom (NZ),2009-2017,11,-,-,-,-,-,-,-,-,-,-,-,
8,DG Brownlie (NZ),2010-2014,5,-,-,-,-,-,-,-,-,-,-,-,
9,TC Bruce (NZ),2017-2019,15,-,-,-,-,-,-,-,-,-,-,-,
10,NB Budayair (NEPAL),2014-2014,4,-,-,-,-,-,-,-,-,-,-,-,
11,DE Budge (SCOT),2018-2018,6,-,-,-,-,-,-,-,-,-,-,-,
12,A Bulow (DEN),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
13,JC Buttler (ENG),2011-2018,66,-,-,-,-,-,-,-,-,-,-,-,
14,AF Buurman (NL),2010-2010,4,-,-,-,-,-,-,-,-,-,-,-,
15,S Byrne (MALTA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
16,G Caisley (),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
17,MA Carberry (ENG),2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,
18,AT Carey (AUS),2018-2019,25,-,-,-,-,-,-,-,-,-,-,-,
19,C Carter (HKG),2015-2017,10,-,-,-,-,-,-,-,-,-,-,-,
20,T Caruana (GIBR),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
21,D Cato (Caym),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
22,JJ Celestine (BMUDA),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,
23,RW Chakabva (ZIM),2008-2019,12,-,-,-,-,-,-,-,-,-,-,-,
24,S Chanderpaul (WI),2006-2010,22,-,-,-,-,-,-,-,-,-,-,-,
25,LD Chandimal (SL),2010-2018,54,-,-,-,-,-,-,-,-,-,-,-,
26,VD Chandra (PNM),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
27,S Chandramohan (SGP),2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
28,BB Chari (ZIM),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
29,J Charles (WI),2011-2016,34,-,-,-,-,-,-,-,-,-,-,-,
30,G Chaturvedi (MALTA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
31,N Chejay (BHU),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
32,C Chete (MWI),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
33,VB Chikkannaiah (GER),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
34,Chirag Suri (UAE),2018-2019,7,-,-,-,-,-,-,-,-,-,-,-,
35,S Chophel (BHU),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
36,DO Christian (WI),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,
37,I Civric (Serb),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
38,GL Cloete (SA),2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,
39,FRJ Coleman (SCOT),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,
40,LA Collado (GIBR),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
41,NG Collins (Fin),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
42,AN Cook (ENG),2007-2009,4,-,-,-,-,-,-,-,-,-,-,-,
43,BN Cooper (NL),2013-2019,51,-,-,-,-,-,-,-,-,-,-,-,
44,SJ Cotter (Samoa),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
45,CK Coventry (ZIM),2010-2015,13,-,-,-,-,-,-,-,-,-,-,-,
46,MH Cross (SCOT),2013-2019,43,-,-,-,-,-,-,-,-,-,-,-,
47,DDP D'Silva (UAE),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
48,D Daesrath (CAN),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,
49,S Dalton (CZK-R),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
0,P Danci (ROM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1,RR David (CAN),2008-2008,4,-,-,-,-,-,-,-,-,-,-,-,
2,SM Davies (ENG),2009-2011,5,-,-,-,-,-,-,-,-,-,-,-,
3,N Davin (NAM),2019-2019,16,-,-,-,-,-,-,-,-,-,-,-,
4,TB de Bruyn (SA),2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,
5,TN de Grooth (NL),2008-2013,15,-,-,-,-,-,-,-,-,-,-,-,
6,Q de Kock (SA),2012-2019,38,-,-,-,-,-,-,-,-,-,-,-,
7,CJ Delany (GIBR),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
8,D de la Puente (Peru),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
9,SI de Saram (SL),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
10,AB de Villiers (SA),2006-2017,78,-,-,-,-,-,-,-,-,-,-,-,
11,S Dhawan (INDIA),2011-2019,58,-,-,-,-,-,-,-,-,-,-,-,
12,Dhiman Ghosh (BDESH),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
13,MS Dhoni (INDIA),2006-2019,98,-,-,-,-,-,-,-,-,-,-,-,
14,N Dickwella (SL),2016-2019,23,-,-,-,-,-,-,-,-,-,-,-,
15,V Dikov (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
16,HH Dippenaar (SA),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
17,K Doriga (PNG),2019-2019,17,-,-,-,-,-,-,-,-,-,-,-,
18,JN Dorji (BHU),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
19,RM Dorji (BHU),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
20,U Dorji (BHU),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
21,TM Dowlin (WI),2009-2010,2,-,-,-,-,-,-,-,-,-,-,-,
22,R Dravid (INDIA),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,
23,BM Duckett (ENG),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
24,LA Dunbar (Serb),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
25,JSE Dunford (JER),2019-2019,17,-,-,-,-,-,-,-,-,-,-,-,
26,BR Dunk (AUS),2014-2017,5,-,-,-,-,-,-,-,-,-,-,-,
27,J Dunn (VAN),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
28,G Dutta (Mex),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
29,J Edness (BMUDA),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,
30,SA Edwards (NL),2018-2019,29,-,-,-,-,-,-,-,-,-,-,-,
31,L Emilio (Moz),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
32,C Emmott (Chile),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
33,CR Ervine (ZIM),2010-2019,22,-,-,-,-,-,-,-,-,-,-,-,
34,R Escobar (Arg),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
35,Fahad Ali (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
36,Faisal Javed (QAT),2019-2019,15,-,-,-,-,-,-,-,-,-,-,-,
37,Faizan Asif (UAE),2014-2015,6,-,-,-,-,-,-,-,-,-,-,-,
38,LB Ferbrache (GUE),2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
39,A Ferguson (Arg),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
40,CJ Ferguson (AUS),2009-2009,3,-,-,-,-,-,-,-,-,-,-,-,
41,BOP Fernando (SL),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
42,WIA Fernando (SL),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
43,NJ Ferraby (JER),2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
44,Fiaz Ahmed (BAH),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
45,Fida Hussain (ITA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
46,SE Findlay (WI),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,
47,R Flannigan (SCOT),2012-2012,4,-,-,-,-,-,-,-,-,-,-,-,
48,SP Fleming (NZ),2005-2006,5,-,-,-,-,-,-,-,-,-,-,-,
49,ADS Fletcher (WI),2008-2018,42,-,-,-,-,-,-,-,-,-,-,-,
0,BT Foakes (ENG),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1,CR Foggo (BMUDA),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,
2,JS Foster (ENG),2009-2009,5,-,-,-,-,-,-,-,-,-,-,-,
3,O Fournier (CRC),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
4,TS Fray (BMUDA),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
5,JD Freyone (GIBR),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
6,PG Fulton (NZ),2006-2012,12,-,-,-,-,-,-,-,-,-,-,-,
7,PF Gallagher (Fin),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
8,G Gambhir (INDIA),2007-2012,37,-,-,-,-,-,-,-,-,-,-,-,
9,AR Gandhi (KENYA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
10,D Ganga (WI),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
11,Garret Banner (Blz),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
12,A Gavde (Caym),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
13,R Gaznavi (SGP),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
14,Gershon Yusuf (NGA),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
15,L Gharasim (ROM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
16,Ghulam Shabber (UAE),2016-2019,17,-,-,-,-,-,-,-,-,-,-,-,
17,HH Gibbs (SA),2005-2010,23,-,-,-,-,-,-,-,-,-,-,-,
18,AC Gilchrist (AUS),2005-2008,13,-,-,-,-,-,-,-,-,-,-,-,
19,O Goker (TKY),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
20,LF Goncalves (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
21,DM Gondaria (KENYA),2013-2019,11,-,-,-,-,-,-,-,-,-,-,-,
22,R Goodwin (PHI),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
23,M Goonetilleke (MALTA),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
24,TG Gordon (CAN),2012-2012,3,-,-,-,-,-,-,-,-,-,-,-,
25,S Goud (CZK-R),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
26,ZE Green (NAM),2019-2019,16,-,-,-,-,-,-,-,-,-,-,-,
27,R Gunasekera (CAN),2012-2013,8,-,-,-,-,-,-,-,-,-,-,-,
28,K Gupta (Chile),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
29,BJ Haddin (AUS),2006-2014,34,-,-,-,-,-,-,-,-,-,-,-,
30,OJ Hairs (SCOT),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
31,AD Hales (ENG),2011-2019,60,-,-,-,-,-,-,-,-,-,-,-,
32,S Hallett (Peru),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
33,GM Hamilton (SCOT),2007-2010,12,-,-,-,-,-,-,-,-,-,-,-,
